"date","home_team","away_team","home_goals_scored","home_penalties","home_own_goals","away_goals_scored","away_penalties","away_own_goals","goal_diff_real","total_goals_real","penalty_ratio_home","penalty_ratio_away"
1970-06-03,"BELGIUM","EL SALVADOR",3,1,0,0,0,0,3,3,0.333333333333333,0
1970-06-03,"BRAZIL","CZECHOSLOVAKIA",4,0,0,1,0,0,3,5,0,0
1970-06-03,"GERMANY","MOROCCO",2,0,0,1,0,0,1,3,0,0
1970-06-03,"ITALY","SWEDEN",1,0,0,0,0,0,1,1,0,0
1970-06-06,"BELGIUM","RUSSIA",1,0,0,4,0,0,-3,5,0,0
1970-06-06,"CZECHOSLOVAKIA","ROMANIA",1,0,0,2,1,0,-1,3,0,0.5
1970-06-07,"BRAZIL","ENGLAND",1,0,0,0,0,0,1,1,0,0
1970-06-07,"BULGARIA","GERMANY",2,0,0,5,1,0,-3,7,0,0.2
1970-06-07,"ISRAEL","SWEDEN",1,0,0,1,0,0,0,2,0,0
1970-06-07,"MEXICO","EL SALVADOR",4,0,0,0,0,0,4,4,0,0
1970-06-10,"BRAZIL","ROMANIA",3,0,0,2,0,0,1,5,0,0
1970-06-10,"GERMANY","PERU",3,0,0,1,0,0,2,4,0,0
1970-06-10,"SWEDEN","URUGUAY",1,0,0,0,0,0,1,1,0,0
1970-06-11,"BULGARIA","MOROCCO",1,0,0,1,0,0,0,2,0,0
1970-06-11,"MEXICO","BELGIUM",1,1,0,0,0,0,1,1,1,0
1970-06-14,"BRAZIL","PERU",4,0,0,2,0,0,2,6,0,0
1970-06-14,"ENGLAND","GERMANY",2,0,0,3,0,0,-1,5,0,0
1970-06-14,"MEXICO","ITALY",1,0,0,4,0,1,-3,5,0,0
1970-06-17,"BRAZIL","URUGUAY",3,0,0,1,0,0,2,4,0,0
1970-06-17,"GERMANY","ITALY",3,0,0,4,0,0,-1,7,0,0
1970-06-20,"GERMANY","URUGUAY",1,0,0,0,0,0,1,1,0,0
1970-06-21,"BRAZIL","ITALY",4,0,0,1,0,0,3,5,0,0
1970-10-07,"CZECHOSLOVAKIA","FINLAND",1,0,0,1,0,0,0,2,0,0
1970-10-07,"NORWAY","HUNGARY",1,0,0,3,0,1,-2,4,0,0
1970-10-11,"MALTA","GREECE",1,0,0,1,0,0,0,2,0,0
1970-10-11,"NETHERLANDS","YUGOSLAVIA",1,1,0,1,0,0,0,2,1,0
1970-10-11,"ROMANIA","FINLAND",3,0,0,0,0,0,3,3,0,0
1970-10-14,"POLAND","ALBANIA",3,0,0,0,0,0,3,3,0,0
1970-10-14,"REPUBLIC OF IRELAND","SWEDEN",1,1,0,1,0,0,0,2,1,0
1970-10-17,"GERMANY","TURKEY",1,1,0,1,0,0,0,2,1,0
1970-10-28,"SWEDEN","REPUBLIC OF IRELAND",1,0,0,0,0,0,1,1,0,0
1970-10-31,"AUSTRIA","ITALY",1,0,0,2,0,0,-1,3,0,0
1970-11-11,"FRANCE","NORWAY",3,0,0,1,0,0,2,4,0,0
1970-11-11,"GERMAN DR","NETHERLANDS",1,0,0,0,0,0,1,1,0,0
1970-11-11,"SCOTLAND","DENMARK",1,0,0,0,0,0,1,1,0,0
1970-11-11,"SPAIN","NORTHERN IRELAND",3,0,0,0,0,0,3,3,0,0
1970-11-15,"BULGARIA","NORWAY",1,0,0,1,0,0,0,2,0,0
1970-11-15,"CYPRUS","RUSSIA",1,0,0,3,0,0,-2,4,0,0
1970-11-25,"BELGIUM","DENMARK",2,0,0,0,0,0,2,2,0,0
1970-12-08,"ITALY","REPUBLIC OF IRELAND",3,1,0,0,0,0,3,3,0.333333333333333,0
1970-12-13,"TURKEY","ALBANIA",2,0,0,1,0,0,1,3,0,0
1970-12-20,"MALTA","SWITZERLAND",1,1,0,2,0,0,-1,3,1,0
1971-02-03,"BELGIUM","SCOTLAND",3,1,1,0,0,0,3,3,0.333333333333333,0
1971-02-17,"BELGIUM","PORTUGAL",3,1,0,0,0,0,3,3,0.333333333333333,0
1971-02-24,"NETHERLANDS","LUXEMBOURG",6,0,0,0,0,0,6,6,0,0
1971-04-04,"YUGOSLAVIA","NETHERLANDS",2,0,0,0,0,0,2,2,0,0
1971-04-21,"ENGLAND","GREECE",3,0,0,0,0,0,3,3,0,0
1971-04-21,"NORTHERN IRELAND","CYPRUS",5,0,0,0,0,0,5,5,0,0
1971-04-21,"PORTUGAL","SCOTLAND",2,0,1,0,0,0,2,2,0,0
1971-04-21,"SWITZERLAND","MALTA",5,0,0,0,0,0,5,5,0,0
1971-04-21,"WALES","CZECHOSLOVAKIA",1,1,0,3,0,0,-2,4,1,0
1971-04-24,"GERMAN DR","LUXEMBOURG",2,0,0,1,0,0,1,3,0,0
1971-04-24,"HUNGARY","FRANCE",1,1,0,1,0,0,0,2,1,0
1971-05-09,"GERMAN DR","YUGOSLAVIA",1,0,0,2,0,0,-1,3,0,0
1971-05-10,"REPUBLIC OF IRELAND","ITALY",1,0,0,2,0,0,-1,3,0,0
1971-05-12,"ALBANIA","POLAND",1,0,0,1,0,0,0,2,0,0
1971-05-12,"ENGLAND","MALTA",5,1,0,0,0,0,5,5,0.2,0
1971-05-12,"PORTUGAL","DENMARK",5,0,1,0,0,0,5,5,0,0
1971-05-12,"SWITZERLAND","GREECE",1,0,0,0,0,0,1,1,0,0
1971-05-16,"CZECHOSLOVAKIA","ROMANIA",1,0,0,0,0,0,1,1,0,0
1971-05-19,"BULGARIA","HUNGARY",3,0,0,0,0,0,3,3,0,0
1971-05-26,"DENMARK","BELGIUM",1,0,0,2,0,0,-1,3,0,0
1971-05-26,"SWEDEN","AUSTRIA",1,0,0,0,0,0,1,1,0,0
1971-05-30,"REPUBLIC OF IRELAND","AUSTRIA",1,1,0,4,1,1,-3,5,1,0.25
1971-05-30,"RUSSIA","SPAIN",2,0,0,1,0,0,1,3,0,0
1971-06-07,"RUSSIA","CYPRUS",6,0,0,1,0,0,5,7,0,0
1971-06-09,"DENMARK","SCOTLAND",1,0,0,0,0,0,1,1,0,0
1971-06-09,"NORWAY","BULGARIA",1,0,0,4,1,0,-3,5,0,0.25
1971-06-12,"GERMANY","ALBANIA",2,0,0,0,0,0,2,2,0,0
1971-06-18,"GREECE","MALTA",2,0,0,0,0,0,2,2,0,0
1971-09-04,"AUSTRIA","SWEDEN",1,0,0,0,0,0,1,1,0,0
1971-09-08,"NORWAY","FRANCE",1,0,0,3,0,0,-2,4,0,0
1971-09-22,"POLAND","TURKEY",5,0,0,1,0,0,4,6,0,0
1971-09-22,"RUSSIA","NORTHERN IRELAND",1,0,0,0,0,0,1,1,0,0
1971-09-25,"HUNGARY","BULGARIA",2,0,0,0,0,0,2,2,0,0
1971-10-09,"ITALY","SWEDEN",3,0,0,0,0,0,3,3,0,0
1971-10-10,"AUSTRIA","REPUBLIC OF IRELAND",6,1,0,0,0,0,6,6,0.166666666666667,0
1971-10-10,"NETHERLANDS","GERMAN DR",3,0,0,2,0,0,1,5,0,0
1971-10-10,"POLAND","GERMANY",1,0,0,3,0,0,-2,4,0,0
1971-10-13,"NORTHERN IRELAND","RUSSIA",1,0,0,1,0,0,0,2,0,0
1971-10-13,"SCOTLAND","PORTUGAL",2,0,0,1,0,0,1,3,0,0
1971-10-13,"SWITZERLAND","ENGLAND",2,0,0,3,0,1,-1,5,0,0
1971-10-13,"WALES","FINLAND",3,0,0,0,0,0,3,3,0,0
1971-10-27,"CZECHOSLOVAKIA","WALES",1,0,0,0,0,0,1,1,0,0
1971-10-27,"HUNGARY","NORWAY",4,0,0,0,0,0,4,4,0,0
1971-11-10,"ENGLAND","SWITZERLAND",1,0,0,1,0,0,0,2,0,0
1971-11-10,"FRANCE","BULGARIA",2,0,0,1,1,0,1,3,0,1
1971-11-10,"SCOTLAND","BELGIUM",1,0,0,0,0,0,1,1,0,0
1971-11-14,"ALBANIA","TURKEY",3,0,0,0,0,0,3,3,0,0
1971-11-14,"ROMANIA","CZECHOSLOVAKIA",2,0,0,1,0,0,1,3,0,0
1971-11-17,"NETHERLANDS","LUXEMBOURG",8,0,0,0,0,0,8,8,0,0
1971-11-20,"ITALY","AUSTRIA",2,0,0,2,0,0,0,4,0,0
1971-11-21,"PORTUGAL","BELGIUM",1,1,0,1,0,0,0,2,1,0
1971-11-21,"TRINIDAD AND TOBAGO","HONDURAS",1,0,0,1,1,0,0,2,0,1
1971-11-23,"CUBA","HONDURAS",3,0,0,1,0,0,2,4,0,0
1971-11-24,"ROMANIA","WALES",2,0,0,0,0,0,2,2,0,0
1971-11-24,"SPAIN","CYPRUS",7,1,0,0,0,0,7,7,0.142857142857143,0
1971-11-27,"COSTA RICA","HONDURAS",2,0,0,1,0,0,1,3,0,0
1971-11-28,"TRINIDAD AND TOBAGO","HAITI",1,0,0,6,0,1,-5,7,0,0
1971-11-30,"TRINIDAD AND TOBAGO","CUBA",2,0,0,2,0,0,0,4,0,0
1971-12-01,"HAITI","HONDURAS",3,0,0,1,0,0,2,4,0,0
1971-12-04,"BULGARIA","FRANCE",2,0,0,1,0,0,1,3,0,0
1971-12-04,"HONDURAS","MEXICO",1,0,0,2,0,0,-1,3,0,0
1971-12-05,"TRINIDAD AND TOBAGO","COSTA RICA",3,0,0,1,0,0,2,4,0,0
1971-12-05,"TURKEY","POLAND",1,0,0,0,0,0,1,1,0,0
1972-02-16,"NORTHERN IRELAND","SPAIN",1,0,0,1,0,0,0,2,0,0
1972-02-23,"CAMEROON","KENYA",2,0,0,1,0,0,1,3,0,0
1972-02-24,"MALI","TOGO",3,0,0,3,1,0,0,6,0,0.333333333333333
1972-02-25,"CONGO","MOROCCO",1,0,0,1,0,0,0,2,0,0
1972-02-25,"SUDAN","DR CONGO",1,0,0,1,0,0,0,2,0,0
1972-02-26,"CAMEROON","TOGO",2,0,0,0,0,0,2,2,0,0
1972-02-26,"KENYA","MALI",1,0,0,1,0,0,0,2,0,0
1972-02-27,"MOROCCO","SUDAN",1,0,0,1,0,0,0,2,0,0
1972-02-28,"CAMEROON","MALI",1,0,0,1,0,0,0,2,0,0
1972-02-28,"KENYA","TOGO",1,0,0,1,0,0,0,2,0,0
1972-02-29,"CONGO","SUDAN",4,0,0,2,0,0,2,6,0,0
1972-02-29,"MOROCCO","DR CONGO",1,0,0,1,0,0,0,2,0,0
1972-03-02,"ALGERIA","GUINEA",1,0,0,0,0,0,1,1,0,0
1972-03-02,"MALI","DR CONGO",4,0,0,3,0,0,1,7,0,0
1972-03-04,"CAMEROON","DR CONGO",5,1,0,2,0,0,3,7,0.2,0
1972-03-05,"CONGO","MALI",3,0,0,2,0,0,1,5,0,0
1972-03-12,"GUINEA","ALGERIA",5,1,0,1,0,0,4,6,0.2,0
1972-03-29,"PORTUGAL","CYPRUS",4,0,0,0,0,0,4,4,0,0
1972-04-29,"ENGLAND","GERMANY",1,0,0,3,1,0,-2,4,0,0.333333333333333
1972-04-29,"HUNGARY","ROMANIA",1,0,0,1,0,0,0,2,0,0
1972-04-30,"AUSTRIA","MALTA",4,0,0,0,0,0,4,4,0,0
1972-05-06,"HUNGARY","MALTA",3,0,0,0,0,0,3,3,0,0
1972-05-07,"IRAN","CAMBODIA",2,0,0,0,0,0,2,2,0,0
1972-05-09,"IRAN","IRAQ",3,0,0,0,0,0,3,3,0,0
1972-05-10,"CAMBODIA","SOUTH KOREA",1,0,0,4,0,0,-3,5,0,0
1972-05-11,"THAILAND","IRAQ",1,0,0,1,0,0,0,2,0,0
1972-05-12,"SOUTH KOREA","KUWAIT",1,1,0,2,0,0,-1,3,1,0
1972-05-13,"BELGIUM","ITALY",2,0,0,1,1,0,1,3,0,1
1972-05-13,"RUSSIA","YUGOSLAVIA",3,0,0,0,0,0,3,3,0,0
1972-05-13,"THAILAND","IRAN",2,0,0,3,0,0,-1,5,0,0
1972-05-14,"CAMBODIA","KUWAIT",4,0,0,0,0,0,4,4,0,0
1972-05-14,"ROMANIA","HUNGARY",2,0,0,2,0,0,0,4,0,0
1972-05-16,"IRAN","CAMBODIA",2,0,0,1,0,0,1,3,0,0
1972-05-17,"HUNGARY","ROMANIA",2,0,0,1,0,0,1,3,0,0
1972-05-17,"THAILAND","SOUTH KOREA",1,0,0,1,0,0,0,2,0,0
1972-05-18,"BELGIUM","ICELAND",4,0,1,0,0,0,4,4,0,0
1972-05-19,"IRAN","SOUTH KOREA",2,0,0,1,0,0,1,3,0,0
1972-05-19,"THAILAND","CAMBODIA",2,0,0,2,0,0,0,4,0,0
1972-05-22,"BELGIUM","ICELAND",4,2,0,0,0,0,4,4,0.5,0
1972-06-04,"ZAMBIA","LESOTHO",6,0,0,1,0,0,5,7,0,0
1972-06-10,"AUSTRIA","SWEDEN",2,0,0,0,0,0,2,2,0,0
1972-06-14,"BELGIUM","GERMANY",1,0,0,2,0,0,-1,3,0,0
1972-06-17,"BELGIUM","HUNGARY",2,0,0,1,1,0,1,3,0,1
1972-06-18,"GERMANY","RUSSIA",3,0,0,0,0,0,3,3,0,0
1972-06-20,"DR CONGO","TOGO",4,0,0,0,0,0,4,4,0,0
1972-06-21,"FINLAND","ALBANIA",1,0,0,0,0,0,1,1,0,0
1972-07-02,"GHANA","BENIN",5,1,0,1,0,0,4,6,0.2,0
1972-07-16,"KENYA","SUDAN",2,0,0,0,0,0,2,2,0,0
1972-07-23,"SUDAN","KENYA",1,0,0,0,0,0,1,1,0,0
1972-08-03,"NORWAY","ICELAND",4,1,0,1,0,0,3,5,0.25,0
1972-08-05,"NIGERIA","CONGO",2,0,0,1,0,0,1,3,0,0
1972-08-15,"CONGO","NIGERIA",1,0,0,1,0,0,0,2,0,0
1972-09-20,"FINLAND","ROMANIA",1,0,0,1,0,0,0,2,0,0
1972-10-07,"GERMAN DR","FINLAND",5,0,0,0,0,0,5,5,0,0
1972-10-13,"FRANCE","RUSSIA",1,0,0,0,0,0,1,1,0,0
1972-10-15,"AUSTRIA","HUNGARY",2,1,0,2,0,0,0,4,0.5,0
1972-10-15,"SWEDEN","MALTA",7,2,0,0,0,0,7,7,0.285714285714286,0
1972-10-18,"BULGARIA","NORTHERN IRELAND",3,2,0,0,0,0,3,3,0.666666666666667,0
1972-10-18,"DENMARK","SCOTLAND",1,0,0,4,0,0,-3,5,0,0
1972-10-18,"REPUBLIC OF IRELAND","RUSSIA",1,0,0,2,0,0,-1,3,0,0
1972-10-19,"SPAIN","YUGOSLAVIA",2,0,0,2,0,0,0,4,0,0
1972-10-22,"LUXEMBOURG","TURKEY",2,0,0,0,0,0,2,2,0,0
1972-10-29,"IVORY COAST","SIERRA LEONE",2,0,0,0,0,0,2,2,0,0
1972-10-29,"ROMANIA","ALBANIA",2,0,0,0,0,0,2,2,0,0
1972-11-01,"NETHERLANDS","NORWAY",9,1,0,0,0,0,9,9,0.111111111111111,0
1972-11-15,"REPUBLIC OF IRELAND","FRANCE",2,0,0,1,0,0,1,3,0,0
1972-11-15,"SCOTLAND","DENMARK",2,0,0,0,0,0,2,2,0,0
1972-11-18,"YUGOSLAVIA","GREECE",1,0,0,0,0,0,1,1,0,0
1972-11-25,"TANZANIA","ETHIOPIA",1,0,0,1,0,0,0,2,0,0
1972-12-03,"SENEGAL","MOROCCO",1,0,0,2,0,0,-1,3,0,0
1972-12-08,"EGYPT","TUNISIA",2,0,0,1,0,0,1,3,0,0
1972-12-10,"ETHIOPIA","TANZANIA",3,0,0,0,0,0,3,3,0,0
1972-12-10,"MAURITIUS","KENYA",1,0,0,3,0,0,-2,4,0,0
1972-12-10,"TURKEY","LUXEMBOURG",3,1,0,0,0,0,3,3,0.333333333333333,0
1972-12-17,"KENYA","MAURITIUS",2,0,0,2,0,0,0,4,0,0
1972-12-17,"TUNISIA","EGYPT",2,0,0,0,0,0,2,2,0,0
1973-01-17,"GREECE","SPAIN",2,0,0,3,0,0,-1,5,0,0
1973-01-24,"ENGLAND","WALES",1,0,0,1,0,0,0,2,0,0
1973-02-10,"NIGERIA","GHANA",2,0,0,3,1,0,-1,5,0,0.333333333333333
1973-02-11,"GUINEA","MOROCCO",1,0,0,1,0,0,0,2,0,0
1973-02-11,"TUNISIA","IVORY COAST",1,1,0,1,0,0,0,2,1,0
1973-02-14,"CYPRUS","NORTHERN IRELAND",1,0,0,0,0,0,1,1,0,0
1973-02-17,"NEW CALEDONIA","TAHITI",1,0,0,2,0,0,-1,3,0,0
1973-02-17,"NEW ZEALAND","FIJI",5,0,0,1,0,0,4,6,0,0
1973-02-18,"NEW CALEDONIA","VANUATU",3,0,0,1,0,0,2,4,0,0
1973-02-18,"NEW ZEALAND","TAHITI",1,0,0,1,0,0,0,2,0,0
1973-02-21,"FIJI","VANUATU",1,0,0,2,0,0,-1,3,0,0
1973-02-21,"NEW ZEALAND","NEW CALEDONIA",2,0,0,1,0,0,1,3,0,0
1973-02-21,"SPAIN","GREECE",3,0,0,1,0,0,2,4,0,0
1973-02-23,"NEW ZEALAND","VANUATU",3,0,0,1,0,0,2,4,0,0
1973-02-24,"NEW CALEDONIA","VANUATU",2,0,0,1,0,0,1,3,0,0
1973-02-24,"NEW ZEALAND","TAHITI",2,0,0,0,0,0,2,2,0,0
1973-02-25,"IVORY COAST","TUNISIA",2,1,0,1,0,0,1,3,0.5,0
1973-02-25,"MOROCCO","GUINEA",2,0,0,0,0,0,2,2,0,0
1973-02-27,"DR CONGO","CAMEROON",2,1,0,0,0,0,2,2,0.5,0
1973-03-04,"NEW ZEALAND","AUSTRALIA",1,0,0,1,0,0,0,2,0,0
1973-03-11,"AUSTRALIA","IRAQ",3,0,0,1,0,0,2,4,0,0
1973-03-11,"INDONESIA","NEW ZEALAND",1,0,0,1,0,0,0,2,0,0
1973-03-13,"AUSTRALIA","INDONESIA",2,0,0,1,0,0,1,3,0,0
1973-03-13,"IRAQ","NEW ZEALAND",2,0,0,0,0,0,2,2,0,0
1973-03-16,"AUSTRALIA","NEW ZEALAND",3,0,0,3,0,1,0,6,0,0
1973-03-16,"IRAQ","INDONESIA",1,0,0,1,0,0,0,2,0,0
1973-03-18,"INDONESIA","NEW ZEALAND",1,0,1,0,0,0,1,1,0,0
1973-03-21,"IRAQ","INDONESIA",3,1,0,2,0,0,1,5,0.333333333333333,0
1973-03-24,"AUSTRALIA","INDONESIA",6,0,0,0,0,0,6,6,0,0
1973-03-24,"IRAQ","NEW ZEALAND",4,0,0,0,0,0,4,4,0,0
1973-03-28,"NORTHERN IRELAND","PORTUGAL",1,0,0,1,1,0,0,2,0,1
1973-03-28,"WALES","POLAND",2,0,0,0,0,0,2,2,0,0
1973-03-31,"ITALY","LUXEMBOURG",5,0,0,0,0,0,5,5,0,0
1973-04-08,"GERMAN DR","ALBANIA",2,0,0,0,0,0,2,2,0,0
1973-04-15,"ZAMBIA","ETHIOPIA",4,1,0,2,1,0,2,6,0.25,0.5
1973-04-29,"HUNGARY","AUSTRIA",2,0,0,2,0,0,0,4,0,0
1973-04-29,"PERU","CHILE",2,0,0,0,0,0,2,2,0,0
1973-05-02,"BULGARIA","PORTUGAL",2,0,0,1,0,0,1,3,0,0
1973-05-02,"DENMARK","CZECHOSLOVAKIA",1,0,0,1,0,0,0,2,0,0
1973-05-04,"SYRIA","KUWAIT",2,0,0,1,0,0,1,3,0,0
1973-05-06,"ALBANIA","ROMANIA",1,0,0,4,1,0,-3,5,0,0.25
1973-05-06,"IRAN","KUWAIT",2,0,0,1,0,0,1,3,0,0
1973-05-06,"NORTH KOREA","SYRIA",1,0,0,1,0,0,0,2,0,0
1973-05-08,"IRAN","SYRIA",1,0,0,0,0,0,1,1,0,0
1973-05-08,"NORTHERN IRELAND","CYPRUS",3,0,0,0,0,0,3,3,0,0
1973-05-11,"IRAN","NORTH KOREA",2,0,0,1,0,0,1,3,0,0
1973-05-11,"SYRIA","KUWAIT",2,0,0,0,0,0,2,2,0,0
1973-05-13,"CHILE","PERU",2,0,0,0,0,0,2,2,0,0
1973-05-13,"IRAN","KUWAIT",2,1,0,0,0,0,2,2,0.5,0
1973-05-13,"NORTH KOREA","SYRIA",3,0,0,0,0,0,3,3,0,0
1973-05-13,"RUSSIA","REPUBLIC OF IRELAND",1,0,0,0,0,0,1,1,0,0
1973-05-16,"ISRAEL","JAPAN",2,0,0,1,0,0,1,3,0,0
1973-05-17,"HONG KONG","MALAYSIA",1,0,0,0,0,0,1,1,0,0
1973-05-19,"FRANCE","REPUBLIC OF IRELAND",1,0,0,1,0,0,0,2,0,0
1973-05-19,"ISRAEL","MALAYSIA",3,0,0,0,0,0,3,3,0,0
1973-05-19,"SOUTH KOREA","THAILAND",4,0,0,0,0,0,4,4,0,0
1973-05-20,"IVORY COAST","MOROCCO",1,0,0,1,0,0,0,2,0,0
1973-05-21,"ISRAEL","THAILAND",6,0,0,0,0,0,6,6,0,0
1973-05-23,"SWEDEN","AUSTRIA",3,0,0,2,0,0,1,5,0,0
1973-05-24,"HONG KONG","VIETNAM REPUBLIC",1,0,0,0,0,0,1,1,0,0
1973-05-26,"ISRAEL","JAPAN",1,0,0,0,0,0,1,1,0,0
1973-05-26,"RUSSIA","FRANCE",2,0,0,0,0,0,2,2,0,0
1973-05-26,"SOUTH KOREA","HONG KONG",3,0,0,1,0,0,2,4,0,0
1973-05-27,"ROMANIA","GERMAN DR",1,0,0,0,0,0,1,1,0,0
1973-05-28,"SOUTH KOREA","ISRAEL",1,0,0,0,0,0,1,1,0,0
1973-06-02,"CZECHOSLOVAKIA","DENMARK",6,0,0,0,0,0,6,6,0,0
1973-06-03,"MOROCCO","IVORY COAST",4,0,0,1,0,0,3,5,0,0
1973-06-06,"FINLAND","GERMAN DR",1,0,0,5,0,0,-4,6,0,0
1973-06-06,"POLAND","ENGLAND",2,0,0,0,0,0,2,2,0,0
1973-06-13,"HUNGARY","SWEDEN",3,0,0,3,0,0,0,6,0,0
1973-06-21,"COLOMBIA","ECUADOR",1,0,0,1,0,0,0,2,0,0
1973-06-28,"ECUADOR","COLOMBIA",1,0,0,1,0,0,0,2,0,0
1973-07-01,"ECUADOR","URUGUAY",1,0,0,2,0,0,-1,3,0,0
1973-07-08,"URUGUAY","ECUADOR",4,0,0,0,0,0,4,4,0,0
1973-08-05,"CHILE","PERU",2,0,0,1,0,0,1,3,0,0
1973-08-05,"GHANA","DR CONGO",1,1,0,0,0,0,1,1,1,0
1973-08-12,"ZAMBIA","KENYA",2,0,0,0,0,0,2,2,0,0
1973-08-18,"AUSTRALIA","IRAN",3,0,0,0,0,0,3,3,0,0
1973-08-19,"DR CONGO","GHANA",4,1,0,1,0,0,3,5,0.25,0
1973-08-19,"KENYA","ZAMBIA",2,0,0,2,0,0,0,4,0,0
1973-08-22,"NETHERLANDS","ICELAND",5,0,0,0,0,0,5,5,0,0
1973-08-24,"IRAN","AUSTRALIA",2,0,0,0,0,0,2,2,0,0
1973-08-29,"NETHERLANDS","ICELAND",8,1,0,1,0,0,7,9,0.125,0
1973-09-02,"BOLIVIA","PARAGUAY",1,0,0,2,0,0,-1,3,0,0
1973-09-09,"ARGENTINA","BOLIVIA",4,0,0,0,0,0,4,4,0,0
1973-09-12,"NORWAY","NETHERLANDS",1,0,0,2,0,0,-1,3,0,0
1973-09-16,"PARAGUAY","ARGENTINA",1,0,0,1,0,0,0,2,0,0
1973-09-26,"GERMAN DR","ROMANIA",2,0,0,0,0,0,2,2,0,0
1973-09-26,"POLAND","WALES",3,0,0,0,0,0,3,3,0,0
1973-09-26,"SCOTLAND","CZECHOSLOVAKIA",2,0,0,1,0,0,1,3,0,0
1973-09-26,"SWITZERLAND","LUXEMBOURG",1,0,0,0,0,0,1,1,0,0
1973-09-30,"PARAGUAY","BOLIVIA",4,0,0,0,0,0,4,4,0,0
1973-10-07,"ARGENTINA","PARAGUAY",3,1,0,1,0,0,2,4,0.333333333333333,0
1973-10-10,"ALBANIA","FINLAND",1,1,0,0,0,0,1,1,1,0
1973-10-13,"PORTUGAL","BULGARIA",2,0,0,2,0,0,0,4,0,0
1973-10-14,"ROMANIA","FINLAND",9,0,0,0,0,0,9,9,0,0
1973-10-17,"CZECHOSLOVAKIA","SCOTLAND",1,1,0,0,0,0,1,1,1,0
1973-10-17,"ENGLAND","POLAND",1,1,0,1,0,0,0,2,1,0
1973-10-20,"ITALY","SWITZERLAND",2,1,0,0,0,0,2,2,0.5,0
1973-10-21,"ZAMBIA","MOROCCO",4,0,0,0,0,0,4,4,0,0
1973-10-31,"BELGIUM","NORWAY",2,2,0,0,0,0,2,2,1,0
1973-11-10,"SOUTH KOREA","AUSTRALIA",2,0,0,2,0,0,0,4,0,0
1973-11-11,"MALTA","SWEDEN",1,0,0,2,1,0,-1,3,0,0.5
1973-11-13,"ALBANIA","GERMAN DR",1,0,0,4,0,0,-3,5,0,0
1973-11-13,"AUSTRALIA","SOUTH KOREA",1,0,0,0,0,0,1,1,0,0
1973-11-14,"PORTUGAL","NORTHERN IRELAND",1,0,0,1,0,0,0,2,0,0
1973-11-18,"BULGARIA","CYPRUS",2,0,0,0,0,0,2,2,0,0
1973-11-18,"DR CONGO","ZAMBIA",2,0,0,1,0,0,1,3,0,0
1973-11-18,"TURKEY","SWITZERLAND",2,0,0,0,0,0,2,2,0,0
1973-11-25,"MOROCCO","ZAMBIA",2,0,0,0,0,0,2,2,0,0
1973-11-27,"AUSTRIA","SWEDEN",1,0,0,2,1,0,-1,3,0,0.5
1973-11-29,"HONDURAS","TRINIDAD AND TOBAGO",2,0,0,1,0,0,1,3,0,0
1973-12-01,"HAITI","CURAÇAO",3,0,0,0,0,0,3,3,0,0
1973-12-03,"HONDURAS","MEXICO",1,0,0,1,0,0,0,2,0,0
1973-12-04,"HAITI","TRINIDAD AND TOBAGO",2,0,0,1,0,0,1,3,0,0
1973-12-05,"GUATEMALA","CURAÇAO",2,0,0,2,0,0,0,4,0,0
1973-12-07,"HAITI","HONDURAS",1,0,0,0,0,0,1,1,0,0
1973-12-08,"MEXICO","CURAÇAO",8,0,0,0,0,0,8,8,0,0
1973-12-09,"DR CONGO","MOROCCO",3,0,0,0,0,0,3,3,0,0
1973-12-12,"HONDURAS","CURAÇAO",2,0,0,2,0,0,0,4,0,0
1973-12-13,"HAITI","GUATEMALA",2,0,0,1,0,0,1,3,0,0
1973-12-15,"GUATEMALA","HONDURAS",1,0,0,1,0,0,0,2,0,0
1973-12-19,"GREECE","YUGOSLAVIA",2,0,1,4,0,0,-2,6,0,0
1974-02-13,"YUGOSLAVIA","SPAIN",1,0,0,0,0,0,1,1,0,0
1974-03-01,"EGYPT","UGANDA",2,0,0,1,0,0,1,3,0,0
1974-03-03,"CONGO","MAURITIUS",2,0,0,0,0,0,2,2,0,0
1974-03-03,"GUINEA","DR CONGO",1,0,0,2,0,0,-1,3,0,0
1974-03-04,"EGYPT","ZAMBIA",3,0,0,1,0,0,2,4,0,0
1974-03-04,"IVORY COAST","UGANDA",2,0,0,2,0,0,0,4,0,0
1974-03-05,"CONGO","DR CONGO",2,0,0,1,0,0,1,3,0,0
1974-03-05,"GUINEA","MAURITIUS",2,0,0,1,0,0,1,3,0,0
1974-03-06,"EGYPT","IVORY COAST",2,0,0,0,0,0,2,2,0,0
1974-03-07,"CONGO","GUINEA",1,0,0,1,1,0,0,2,0,1
1974-03-07,"MAURITIUS","DR CONGO",1,0,0,4,0,0,-3,5,0,0
1974-03-09,"CONGO","ZAMBIA",2,0,0,4,0,0,-2,6,0,0
1974-03-09,"EGYPT","DR CONGO",2,0,1,3,0,0,-1,5,0,0
1974-03-11,"EGYPT","CONGO",4,0,0,0,0,0,4,4,0,0
1974-03-12,"DR CONGO","ZAMBIA",2,0,0,2,0,0,0,4,0,0
1974-03-14,"DR CONGO","ZAMBIA",2,0,0,0,0,0,2,2,0,0
1974-06-14,"GERMAN DR","AUSTRALIA",2,0,1,0,0,0,2,2,0,0
