"date","home_team","away_team","home_goals_scored","home_penalties","home_own_goals","away_goals_scored","away_penalties","away_own_goals","goal_diff_real","total_goals_real","penalty_ratio_home","penalty_ratio_away"
1947-12-31,"BOLIVIA","CHILE",3,0,0,4,0,1,-1,7,0,0
1949-04-03,"BRAZIL","ECUADOR",9,0,0,1,0,0,8,10,0,0
1949-04-06,"BOLIVIA","CHILE",3,0,0,2,0,0,1,5,0,0
1949-04-10,"BRAZIL","BOLIVIA",10,0,0,1,0,0,9,11,0,0
1949-04-13,"BRAZIL","CHILE",2,1,0,1,1,0,1,3,0.5,1
1949-04-13,"ECUADOR","URUGUAY",2,0,0,3,0,0,-1,5,0,0
1949-04-13,"PARAGUAY","PERU",3,1,0,1,0,0,2,4,0.333333333333333,0
1949-04-17,"BOLIVIA","URUGUAY",3,1,0,2,0,0,1,5,0.333333333333333,0
1949-04-17,"BRAZIL","COLOMBIA",5,1,0,0,0,0,5,5,0.2,0
1949-04-17,"CHILE","ECUADOR",1,0,0,0,0,0,1,1,0,0
1949-04-20,"CHILE","COLOMBIA",1,0,0,1,0,0,0,2,0,0
1949-04-20,"PARAGUAY","URUGUAY",1,1,0,2,0,0,-1,3,1,0
1949-04-24,"BRAZIL","PERU",7,0,1,1,0,0,6,8,0,0
1949-04-25,"BOLIVIA","ECUADOR",2,1,1,0,0,0,2,2,0.5,0
1949-04-25,"URUGUAY","COLOMBIA",2,0,0,2,0,0,0,4,0,0
1949-04-27,"CHILE","PARAGUAY",2,0,0,4,0,0,-2,6,0,0
1949-04-30,"BRAZIL","URUGUAY",5,2,0,1,0,0,4,6,0.4,0
1949-05-03,"COLOMBIA","ECUADOR",1,0,0,4,0,0,-3,5,0,0
1949-05-04,"PERU","URUGUAY",4,0,0,3,0,0,1,7,0,0
1949-05-06,"BOLIVIA","COLOMBIA",4,0,0,0,0,0,4,4,0,0
1949-05-08,"BRAZIL","PARAGUAY",1,0,0,2,0,0,-1,3,0,0
1949-05-08,"CHILE","URUGUAY",3,1,0,1,0,0,2,4,0.333333333333333,0
1949-05-11,"BRAZIL","PARAGUAY",7,0,0,0,0,0,7,7,0,0
1949-06-02,"SWEDEN","REPUBLIC OF IRELAND",3,1,0,1,0,0,2,4,0.333333333333333,0
1949-06-26,"SWITZERLAND","LUXEMBOURG",5,0,0,2,0,0,3,7,0,0
1949-08-21,"YUGOSLAVIA","ISRAEL",6,1,0,0,0,0,6,6,0.166666666666667,0
1949-09-04,"MEXICO","UNITED STATES",6,0,0,0,0,0,6,6,0,0
1949-09-08,"REPUBLIC OF IRELAND","FINLAND",3,1,0,0,0,0,3,3,0.333333333333333,0
1949-09-11,"MEXICO","CUBA",2,0,0,0,0,0,2,2,0,0
1949-09-14,"CUBA","UNITED STATES",1,0,0,1,0,0,0,2,0,0
1949-09-18,"ISRAEL","YUGOSLAVIA",2,0,0,5,0,0,-3,7,0,0
1949-09-18,"LUXEMBOURG","SWITZERLAND",2,0,0,3,0,0,-1,5,0,0
1949-09-18,"MEXICO","UNITED STATES",6,0,0,2,0,0,4,8,0,0
1949-09-21,"UNITED STATES","CUBA",5,0,0,2,0,0,3,7,0,0
1949-09-25,"MEXICO","CUBA",3,0,0,0,0,0,3,3,0,0
1949-10-01,"NORTHERN IRELAND","SCOTLAND",2,0,0,8,1,0,-6,10,0,0.125
1949-10-09,"FINLAND","REPUBLIC OF IRELAND",1,0,0,1,0,0,0,2,0,0
1949-10-09,"YUGOSLAVIA","FRANCE",1,0,0,1,0,0,0,2,0,0
1949-10-15,"WALES","ENGLAND",1,0,0,4,0,0,-3,5,0,0
1949-10-30,"FRANCE","YUGOSLAVIA",1,0,0,1,0,0,0,2,0,0
1949-11-09,"SCOTLAND","WALES",2,0,0,0,0,0,2,2,0,0
1949-11-13,"REPUBLIC OF IRELAND","SWEDEN",1,1,0,3,0,0,-2,4,1,0
1949-11-16,"ENGLAND","NORTHERN IRELAND",9,0,0,2,0,0,7,11,0,0
1949-11-20,"TURKEY","SYRIA",7,0,0,0,0,0,7,7,0,0
1949-12-11,"FRANCE","YUGOSLAVIA",2,0,0,3,1,0,-1,5,0,0.333333333333333
1950-04-02,"SPAIN","PORTUGAL",5,0,0,1,0,0,4,6,0,0
1950-04-09,"PORTUGAL","SPAIN",2,0,0,2,0,0,0,4,0,0
1950-06-24,"BRAZIL","MEXICO",4,0,0,0,0,0,4,4,0,0
1950-06-25,"ITALY","SWEDEN",2,0,0,3,0,0,-1,5,0,0
1950-06-25,"SPAIN","UNITED STATES",3,0,0,1,0,0,2,4,0,0
1950-06-28,"BRAZIL","SWITZERLAND",2,0,0,2,0,0,0,4,0,0
1950-06-28,"MEXICO","YUGOSLAVIA",1,1,0,4,0,0,-3,5,1,0
1950-06-29,"PARAGUAY","SWEDEN",2,0,0,2,0,0,0,4,0,0
1950-07-01,"BRAZIL","YUGOSLAVIA",2,0,0,0,0,0,2,2,0,0
1950-07-02,"CHILE","UNITED STATES",5,0,0,2,1,0,3,7,0,0.5
1950-07-02,"ITALY","PARAGUAY",2,0,0,0,0,0,2,2,0,0
1950-07-02,"MEXICO","SWITZERLAND",1,0,0,2,0,0,-1,3,0,0
1950-07-09,"BRAZIL","SWEDEN",7,0,0,1,1,0,6,8,0,1
1950-07-09,"SPAIN","URUGUAY",2,0,0,2,0,0,0,4,0,0
1950-07-13,"BRAZIL","SPAIN",6,0,0,1,0,0,5,7,0,0
1950-07-13,"SWEDEN","URUGUAY",2,0,0,3,0,0,-1,5,0,0
1950-07-16,"BRAZIL","URUGUAY",1,0,0,2,0,0,-1,3,0,0
1950-07-16,"SPAIN","SWEDEN",1,0,0,3,0,0,-2,4,0,0
1953-02-28,"PERU","ECUADOR",1,0,0,0,0,0,1,1,0,0
1953-03-01,"BOLIVIA","BRAZIL",1,1,0,8,0,0,-7,9,1,0
1953-03-01,"CHILE","URUGUAY",3,0,0,2,0,0,1,5,0,0
1953-03-08,"BOLIVIA","ECUADOR",1,0,0,1,0,0,0,2,0,0
1953-03-08,"PERU","PARAGUAY",2,0,0,2,0,0,0,4,0,0
1953-03-12,"BRAZIL","ECUADOR",2,0,0,0,0,0,2,2,0,0
1953-03-12,"PARAGUAY","URUGUAY",2,0,0,2,0,0,0,4,0,0
1953-03-15,"BRAZIL","URUGUAY",1,0,0,0,0,0,1,1,0,0
1953-03-16,"BOLIVIA","PARAGUAY",1,0,0,2,0,0,-1,3,0,0
1953-03-19,"CHILE","ECUADOR",3,0,0,0,0,0,3,3,0,0
1953-03-19,"PERU","BRAZIL",1,0,0,0,0,0,1,1,0,0
1953-03-23,"BRAZIL","CHILE",3,0,0,2,0,0,1,5,0,0
1953-03-27,"BRAZIL","PARAGUAY",1,0,0,2,0,0,-1,3,0,0
1953-03-28,"BOLIVIA","CHILE",2,0,0,2,0,0,0,4,0,0
1953-04-01,"BRAZIL","PARAGUAY",2,0,0,3,0,0,-1,5,0,0
1953-05-09,"YUGOSLAVIA","GREECE",1,0,0,0,0,0,1,1,0,0
1953-05-25,"FINLAND","BELGIUM",2,0,0,4,0,0,-2,6,0,0
1953-05-28,"SWEDEN","BELGIUM",2,0,0,3,0,0,-1,5,0,0
1953-06-14,"CZECHOSLOVAKIA","ROMANIA",2,0,0,0,0,0,2,2,0,0
1953-06-24,"NORWAY","SAARLAND",2,0,0,3,0,0,-1,5,0,0
1953-06-28,"ROMANIA","BULGARIA",3,0,0,1,0,0,2,4,0,0
1953-07-19,"MEXICO","HAITI",8,0,0,0,0,0,8,8,0,0
1953-08-05,"FINLAND","SWEDEN",3,0,0,3,0,0,0,6,0,0
1953-08-16,"SWEDEN","FINLAND",4,0,0,0,0,0,4,4,0,0
1953-08-19,"NORWAY","GERMANY",1,0,0,1,0,0,0,2,0,0
1953-09-06,"BULGARIA","CZECHOSLOVAKIA",1,1,0,2,0,0,-1,3,1,0
1953-09-20,"LUXEMBOURG","FRANCE",1,0,0,6,0,0,-5,7,0,0
1953-09-23,"BELGIUM","FINLAND",2,0,0,2,0,0,0,4,0,0
1953-09-27,"AUSTRIA","PORTUGAL",9,1,0,1,0,0,8,10,0.111111111111111,0
1953-10-03,"NORTHERN IRELAND","SCOTLAND",1,1,0,3,0,0,-2,4,1,0
1953-10-04,"REPUBLIC OF IRELAND","FRANCE",3,1,0,5,0,0,-2,8,0.333333333333333,0
1953-10-08,"BELGIUM","SWEDEN",2,0,0,0,0,0,2,2,0,0
1953-10-10,"WALES","ENGLAND",1,0,0,4,0,0,-3,5,0,0
1953-10-11,"BULGARIA","ROMANIA",1,0,0,2,0,0,-1,3,0,0
1953-10-11,"GERMANY","SAARLAND",3,0,0,0,0,0,3,3,0,0
1953-10-28,"REPUBLIC OF IRELAND","LUXEMBOURG",4,1,0,0,0,0,4,4,0.25,0
1953-11-01,"GREECE","ISRAEL",1,0,0,0,0,0,1,1,0,0
1953-11-04,"SCOTLAND","WALES",3,0,0,3,0,0,0,6,0,0
1953-11-08,"YUGOSLAVIA","ISRAEL",1,0,0,0,0,0,1,1,0,0
1953-11-11,"ENGLAND","NORTHERN IRELAND",3,0,0,1,0,0,2,4,0,0
1953-11-13,"EGYPT","ITALY",1,0,0,2,0,0,-1,3,0,0
1953-11-22,"GERMANY","NORWAY",5,0,0,1,0,0,4,6,0,0
1953-11-25,"FRANCE","REPUBLIC OF IRELAND",1,0,0,0,0,0,1,1,0,0
1953-12-17,"FRANCE","LUXEMBOURG",8,0,0,0,0,0,8,8,0,0
1954-01-06,"SPAIN","TURKEY",4,0,0,1,0,0,3,5,0,0
1954-01-10,"MEXICO","UNITED STATES",4,0,1,0,0,0,4,4,0,0
1954-01-14,"MEXICO","UNITED STATES",3,0,0,1,0,0,2,4,0,0
1954-01-24,"ITALY","EGYPT",5,0,0,1,0,0,4,6,0,0
1954-02-14,"PARAGUAY","CHILE",4,0,0,0,0,0,4,4,0,0
1954-02-21,"CHILE","PARAGUAY",1,0,0,3,0,0,-2,4,0,0
1954-03-07,"JAPAN","SOUTH KOREA",1,0,0,5,0,0,-4,6,0,0
1954-03-14,"BRAZIL","CHILE",1,0,0,0,0,0,1,1,0,0
1954-03-14,"JAPAN","SOUTH KOREA",2,0,0,2,0,0,0,4,0,0
1954-03-14,"TURKEY","SPAIN",1,0,0,0,0,0,1,1,0,0
1954-03-17,"TURKEY","SPAIN",2,0,0,2,0,0,0,4,0,0
1954-03-21,"BRAZIL","PARAGUAY",4,0,0,1,0,0,3,5,0,0
1954-03-28,"SAARLAND","GERMANY",1,1,0,3,0,0,-2,4,1,0
1954-03-31,"WALES","NORTHERN IRELAND",1,0,0,2,0,0,-1,3,0,0
1954-04-03,"HAITI","UNITED STATES",2,1,0,3,0,0,-1,5,0.5,0
1954-04-03,"SCOTLAND","ENGLAND",2,0,0,4,0,0,-2,6,0,0
1954-06-16,"AUSTRIA","SCOTLAND",1,0,0,0,0,0,1,1,0,0
1954-06-16,"BRAZIL","MEXICO",5,0,0,0,0,0,5,5,0,0
1954-06-17,"BELGIUM","ENGLAND",4,0,1,4,0,0,0,8,0,0
1954-06-17,"GERMANY","TURKEY",4,0,0,1,0,0,3,5,0,0
1954-06-17,"HUNGARY","SOUTH KOREA",9,0,0,0,0,0,9,9,0,0
1954-06-17,"SWITZERLAND","ITALY",2,0,0,1,0,0,1,3,0,0
1954-06-19,"AUSTRIA","CZECHOSLOVAKIA",5,0,0,0,0,0,5,5,0,0
1954-06-19,"BRAZIL","YUGOSLAVIA",1,0,0,1,0,0,0,2,0,0
1954-06-19,"FRANCE","MEXICO",3,1,1,2,0,0,1,5,0.333333333333333,0
1954-06-20,"BELGIUM","ITALY",1,0,0,4,1,0,-3,5,0,0.25
1954-06-20,"GERMANY","HUNGARY",3,0,0,8,0,0,-5,11,0,0
1954-06-23,"GERMANY","TURKEY",7,0,0,2,0,0,5,9,0,0
1954-06-23,"SWITZERLAND","ITALY",4,0,0,1,0,0,3,5,0,0
1954-06-26,"ENGLAND","URUGUAY",2,0,0,4,0,0,-2,6,0,0
1954-06-26,"SWITZERLAND","AUSTRIA",5,0,0,7,0,0,-2,12,0,0
1954-06-27,"BRAZIL","HUNGARY",2,1,0,4,1,0,-2,6,0.5,0.25
1954-06-27,"GERMANY","YUGOSLAVIA",2,0,1,0,0,0,2,2,0,0
1954-06-30,"AUSTRIA","GERMANY",1,0,0,6,2,0,-5,7,0,0.333333333333333
1954-06-30,"HUNGARY","URUGUAY",4,0,0,2,0,0,2,6,0,0
1954-07-03,"AUSTRIA","URUGUAY",3,1,1,1,0,0,2,4,0.333333333333333,0
1954-07-04,"GERMANY","HUNGARY",3,0,0,2,0,0,1,5,0,0
1955-02-27,"CHILE","ECUADOR",7,0,0,1,0,0,6,8,0,0
1955-03-02,"ARGENTINA","PARAGUAY",5,1,0,3,0,0,2,8,0.2,0
1955-03-06,"CHILE","PERU",5,0,0,4,1,0,1,9,0,0.25
1955-03-09,"ARGENTINA","ECUADOR",4,0,0,0,0,0,4,4,0,0
1955-03-09,"PARAGUAY","URUGUAY",1,0,0,3,1,0,-2,4,0,0.333333333333333
1955-03-13,"CHILE","URUGUAY",2,0,0,2,0,0,0,4,0,0
1955-03-13,"ECUADOR","PERU",2,0,0,4,0,2,-2,6,0,0
1955-03-16,"ARGENTINA","PERU",2,0,0,2,0,0,0,4,0,0
1955-03-20,"CHILE","PARAGUAY",5,0,0,0,0,0,5,5,0,0
1955-03-23,"ECUADOR","URUGUAY",1,0,0,5,0,0,-4,6,0,0
1955-03-23,"PARAGUAY","PERU",1,0,0,1,0,0,0,2,0,0
1955-03-27,"ARGENTINA","URUGUAY",6,0,0,1,0,0,5,7,0,0
1955-03-30,"PERU","URUGUAY",2,0,0,1,0,0,1,3,0,0
1956-01-21,"URUGUAY","PARAGUAY",4,0,0,2,0,0,2,6,0,0
1956-01-22,"ARGENTINA","PERU",2,0,0,1,0,0,1,3,0,0
1956-01-24,"BRAZIL","CHILE",1,0,0,4,0,0,-3,5,0,0
1956-01-28,"URUGUAY","PERU",2,0,0,0,0,0,2,2,0,0
1956-01-29,"ARGENTINA","CHILE",2,0,0,0,0,0,2,2,0,0
1956-02-01,"ARGENTINA","PARAGUAY",1,0,0,0,0,0,1,1,0,0
1956-02-01,"BRAZIL","PERU",2,0,0,1,0,0,1,3,0,0
1956-02-05,"PARAGUAY","PERU",1,0,0,1,0,0,0,2,0,0
1956-02-06,"URUGUAY","CHILE",2,0,0,1,0,0,1,3,0,0
1956-02-09,"CHILE","PERU",4,0,0,3,0,0,1,7,0,0
1956-02-12,"CHILE","PARAGUAY",2,0,0,0,0,0,2,2,0,0
1956-02-15,"URUGUAY","ARGENTINA",1,0,0,0,0,0,1,1,0,0
1956-09-01,"HONG KONG","ISRAEL",2,0,0,3,0,0,-1,5,0,0
1956-09-06,"HONG KONG","SOUTH KOREA",2,0,0,2,0,0,0,4,0,0
1956-09-08,"ISRAEL","SOUTH KOREA",1,0,0,2,0,0,-1,3,0,0
1956-09-09,"HONG KONG","VIETNAM REPUBLIC",2,1,0,2,0,0,0,4,0.5,0
1956-09-12,"ISRAEL","VIETNAM REPUBLIC",2,0,0,1,0,0,1,3,0,0
1956-09-15,"SOUTH KOREA","VIETNAM REPUBLIC",5,1,0,3,0,0,2,8,0.2,0
1956-09-30,"AUSTRIA","LUXEMBOURG",7,0,0,0,0,0,7,7,0,0
1956-10-03,"REPUBLIC OF IRELAND","DENMARK",2,1,0,1,0,0,1,3,0.5,0
1956-11-11,"FRANCE","BELGIUM",6,0,0,3,0,0,3,9,0,0
1956-12-05,"ENGLAND","DENMARK",5,0,0,2,0,0,3,7,0,0
1957-01-16,"PORTUGAL","NORTHERN IRELAND",1,0,0,1,0,0,0,2,0,0
1957-02-10,"GUATEMALA","COSTA RICA",2,0,0,6,0,0,-4,8,0,0
1957-02-10,"SUDAN","EGYPT",1,0,0,2,1,0,-1,3,0,0.5
1957-02-16,"EGYPT","ETHIOPIA",4,0,0,0,0,0,4,4,0,0
1957-02-17,"COSTA RICA","GUATEMALA",3,0,0,1,0,0,2,4,0,0
1957-03-03,"COSTA RICA","CURAÇAO",4,0,0,0,0,0,4,4,0,0
1957-03-07,"ECUADOR","URUGUAY",2,1,0,5,1,0,-3,7,0.5,0.2
1957-03-08,"SUDAN","SYRIA",1,1,0,0,0,0,1,1,1,0
1957-03-10,"PERU","ECUADOR",2,1,0,1,0,0,1,3,0.5,0
1957-03-10,"SPAIN","SWITZERLAND",2,0,0,2,0,0,0,4,0,0
1957-03-13,"ARGENTINA","COLOMBIA",8,2,0,2,1,0,6,10,0.25,0.5
1957-03-13,"BRAZIL","CHILE",4,0,0,2,0,0,2,6,0,0
1957-03-14,"GUATEMALA","CURAÇAO",1,0,0,3,0,0,-2,4,0,0
1957-03-16,"PERU","CHILE",1,0,0,0,0,0,1,1,0,0
1957-03-17,"ARGENTINA","ECUADOR",3,0,0,0,0,0,3,3,0,0
1957-03-17,"COLOMBIA","URUGUAY",1,0,0,0,0,0,1,1,0,0
1957-03-20,"ARGENTINA","URUGUAY",4,0,0,0,0,0,4,4,0,0
1957-03-20,"NETHERLANDS","LUXEMBOURG",4,0,0,1,0,0,3,5,0,0
1957-03-21,"BRAZIL","ECUADOR",7,1,0,1,1,0,6,8,0.142857142857143,1
1957-03-21,"CHILE","COLOMBIA",3,0,0,2,0,0,1,5,0,0
1957-03-23,"PERU","URUGUAY",3,0,0,5,0,0,-2,8,0,0
1957-03-24,"BRAZIL","COLOMBIA",9,0,0,0,0,0,9,9,0,0
1957-03-24,"CHILE","ECUADOR",2,1,0,2,1,0,0,4,0.5,0.5
1957-03-27,"PERU","COLOMBIA",4,0,0,1,1,0,3,5,0,1
1957-03-28,"ARGENTINA","CHILE",6,1,0,2,0,0,4,8,0.166666666666667,0
1957-03-28,"BRAZIL","URUGUAY",2,0,0,3,0,0,-1,5,0,0
1957-04-01,"COLOMBIA","ECUADOR",4,1,0,1,1,0,3,5,0.25,1
1957-04-03,"ARGENTINA","BRAZIL",3,0,0,0,0,0,3,3,0,0
1957-04-06,"PERU","ARGENTINA",2,0,0,1,0,0,1,3,0,0
1957-04-07,"MEXICO","UNITED STATES",6,0,0,0,0,0,6,6,0,0
1957-04-13,"PERU","BRAZIL",1,0,0,1,0,0,0,2,0,0
1957-04-21,"BRAZIL","PERU",1,0,0,0,0,0,1,1,0,0
1957-04-25,"ITALY","NORTHERN IRELAND",1,0,0,0,0,0,1,1,0,0
1957-04-28,"UNITED STATES","MEXICO",2,0,0,7,0,0,-5,9,0,0
1957-05-01,"NORTHERN IRELAND","PORTUGAL",3,1,0,0,0,0,3,3,0.333333333333333,0
1957-05-01,"WALES","CZECHOSLOVAKIA",1,0,0,0,0,0,1,1,0,0
1957-05-08,"ENGLAND","REPUBLIC OF IRELAND",5,0,0,1,0,0,4,6,0,0
1957-05-08,"SCOTLAND","SPAIN",4,1,0,2,0,0,2,6,0.25,0
1957-05-12,"INDONESIA","CHINA PR",2,0,0,0,0,0,2,2,0,0
1957-05-15,"DENMARK","ENGLAND",1,0,0,4,0,0,-3,5,0,0
1957-05-19,"GERMAN DR","WALES",2,0,0,1,0,0,1,3,0,0
1957-05-19,"REPUBLIC OF IRELAND","ENGLAND",1,0,0,1,0,0,0,2,0,0
1957-05-19,"SWITZERLAND","SCOTLAND",1,0,0,2,0,0,-1,3,0,0
1957-05-22,"NORWAY","BULGARIA",1,0,0,2,0,0,-1,3,0,0
1957-05-24,"SYRIA","SUDAN",1,0,0,1,0,0,0,2,0,0
1957-05-26,"AUSTRIA","NETHERLANDS",3,1,0,2,0,0,1,5,0.333333333333333,0
1957-05-26,"CZECHOSLOVAKIA","WALES",2,0,1,0,0,0,2,2,0,0
1957-05-26,"PORTUGAL","ITALY",3,0,0,0,0,0,3,3,0,0
1957-05-26,"SPAIN","SCOTLAND",4,0,0,1,0,0,3,5,0,0
1957-06-02,"CHINA PR","INDONESIA",4,0,0,3,0,0,1,7,0,0
1957-06-02,"FRANCE","ICELAND",8,0,0,0,0,0,8,8,0,0
1957-06-05,"BELGIUM","ICELAND",8,1,0,3,0,0,5,11,0.125,0
1957-06-12,"NORWAY","HUNGARY",2,0,0,1,0,0,1,3,0,0
1957-06-16,"COLOMBIA","URUGUAY",1,0,0,1,0,0,0,2,0,0
1957-06-16,"CZECHOSLOVAKIA","GERMAN DR",3,0,0,1,0,0,2,4,0,0
1957-06-16,"GREECE","ROMANIA",1,0,0,2,0,0,-1,3,0,0
1957-06-20,"COLOMBIA","PARAGUAY",2,0,0,3,0,0,-1,5,0,0
1957-06-22,"CANADA","UNITED STATES",5,0,0,1,1,0,4,6,0,1
1957-06-23,"HUNGARY","BULGARIA",4,0,0,1,0,0,3,5,0,0
1957-06-23,"RUSSIA","POLAND",3,0,0,0,0,0,3,3,0,0
1957-06-30,"MEXICO","CANADA",3,0,0,0,0,0,3,3,0,0
1957-06-30,"URUGUAY","COLOMBIA",1,1,0,0,0,0,1,1,1,0
1957-07-03,"MEXICO","CANADA",2,0,0,0,0,0,2,2,0,0
1957-07-05,"FINLAND","POLAND",1,0,0,3,0,0,-2,4,0,0
1957-07-06,"UNITED STATES","CANADA",2,0,0,3,0,0,-1,5,0,0
1957-07-07,"PARAGUAY","COLOMBIA",3,0,0,0,0,0,3,3,0,0
1957-07-14,"PARAGUAY","URUGUAY",5,0,0,0,0,0,5,5,0,0
1957-07-27,"RUSSIA","FINLAND",2,0,0,1,0,0,1,3,0,0
1957-07-28,"URUGUAY","PARAGUAY",2,0,0,0,0,0,2,2,0,0
1957-08-04,"CURAÇAO","COSTA RICA",1,0,0,2,0,0,-1,3,0,0
1957-09-01,"ICELAND","FRANCE",1,0,0,5,0,0,-4,6,0,0
1957-09-04,"ICELAND","BELGIUM",2,0,0,5,0,0,-3,7,0,0
1957-09-11,"NETHERLANDS","LUXEMBOURG",5,0,0,2,0,0,3,7,0,0
1957-09-15,"BULGARIA","HUNGARY",1,0,0,2,0,0,-1,3,0,0
1957-09-22,"CHILE","BOLIVIA",2,0,0,1,0,0,1,3,0,0
1957-09-25,"NETHERLANDS","AUSTRIA",1,0,0,1,0,0,0,2,0,0
1957-09-25,"WALES","GERMAN DR",4,0,0,1,0,0,3,5,0,0
1957-09-29,"BOLIVIA","CHILE",3,0,0,0,0,0,3,3,0,0
1957-09-29,"ROMANIA","YUGOSLAVIA",1,0,0,1,0,0,0,2,0,0
1957-10-06,"BOLIVIA","ARGENTINA",2,0,0,0,0,0,2,2,0,0
1957-10-20,"ARGENTINA","CHILE",4,0,0,0,0,0,4,4,0,0
1957-10-20,"MEXICO","COSTA RICA",2,0,0,0,0,0,2,2,0,0
1957-10-20,"POLAND","RUSSIA",2,0,0,1,0,0,1,3,0,0
1957-10-27,"ARGENTINA","BOLIVIA",4,0,0,0,0,0,4,4,0,0
1957-10-27,"COSTA RICA","MEXICO",1,0,0,1,0,0,0,2,0,0
1957-10-27,"GERMAN DR","CZECHOSLOVAKIA",1,0,0,4,0,0,-3,5,0,0
1957-11-03,"BULGARIA","NORWAY",7,0,0,0,0,0,7,7,0,0
1957-11-03,"POLAND","FINLAND",4,0,0,0,0,0,4,4,0,0
1957-11-03,"ROMANIA","GREECE",3,1,0,0,0,0,3,3,0.333333333333333,0
1957-11-06,"SCOTLAND","SWITZERLAND",3,0,0,2,0,0,1,5,0,0
1957-11-10,"HUNGARY","NORWAY",5,0,1,0,0,0,5,5,0,0
1957-11-10,"YUGOSLAVIA","GREECE",4,0,0,1,0,0,3,5,0,0
1957-11-17,"YUGOSLAVIA","ROMANIA",2,0,0,0,0,0,2,2,0,0
1957-11-24,"SWITZERLAND","SPAIN",1,0,0,4,0,0,-3,5,0,0
1957-12-22,"ITALY","PORTUGAL",3,0,0,0,0,0,3,3,0,0
1958-01-15,"NORTHERN IRELAND","ITALY",2,0,0,1,0,0,1,3,0,0
1958-02-05,"WALES","ISRAEL",2,0,0,0,0,0,2,2,0,0
1958-06-08,"ARGENTINA","GERMANY",1,0,0,3,0,0,-2,4,0,0
1958-06-08,"ENGLAND","RUSSIA",2,1,0,2,0,0,0,4,0.5,0
1958-06-08,"FRANCE","PARAGUAY",7,0,0,3,1,0,4,10,0,0.333333333333333
1958-06-08,"HUNGARY","WALES",1,0,0,1,0,0,0,2,0,0
1958-06-08,"SCOTLAND","YUGOSLAVIA",1,0,0,1,0,0,0,2,0,0
1958-06-08,"SWEDEN","MEXICO",3,1,0,0,0,0,3,3,0.333333333333333,0
1958-06-11,"ARGENTINA","NORTHERN IRELAND",3,1,0,1,0,0,2,4,0.333333333333333,0
1958-06-11,"CZECHOSLOVAKIA","GERMANY",2,1,0,2,0,0,0,4,0.5,0
1958-06-11,"FRANCE","YUGOSLAVIA",2,0,0,3,0,0,-1,5,0,0
1958-06-11,"MEXICO","WALES",1,0,0,1,0,0,0,2,0,0
1958-06-11,"PARAGUAY","SCOTLAND",3,0,0,2,0,0,1,5,0,0
1958-06-12,"SWEDEN","HUNGARY",2,0,0,1,0,0,1,3,0,0
1958-06-15,"ARGENTINA","CZECHOSLOVAKIA",1,1,0,6,0,0,-5,7,1,0
1958-06-15,"AUSTRIA","ENGLAND",2,0,0,2,0,0,0,4,0,0
1958-06-15,"BRAZIL","RUSSIA",2,0,0,0,0,0,2,2,0,0
1958-06-15,"FRANCE","SCOTLAND",2,0,0,1,0,0,1,3,0,0
1958-06-15,"GERMANY","NORTHERN IRELAND",2,0,0,2,0,0,0,4,0,0
1958-06-15,"HUNGARY","MEXICO",4,0,0,0,0,0,4,4,0,0
1958-06-15,"PARAGUAY","YUGOSLAVIA",3,0,0,3,0,0,0,6,0,0
1958-06-17,"CZECHOSLOVAKIA","NORTHERN IRELAND",1,0,0,2,0,0,-1,3,0,0
1958-06-17,"HUNGARY","WALES",1,0,0,2,0,0,-1,3,0,0
1958-06-19,"BRAZIL","WALES",1,0,0,0,0,0,1,1,0,0
1958-06-19,"FRANCE","NORTHERN IRELAND",4,0,0,0,0,0,4,4,0,0
1958-06-19,"GERMANY","YUGOSLAVIA",1,0,0,0,0,0,1,1,0,0
1958-06-19,"SWEDEN","RUSSIA",2,0,0,0,0,0,2,2,0,0
1958-06-24,"BRAZIL","FRANCE",5,0,0,2,0,0,3,7,0,0
1958-06-24,"SWEDEN","GERMANY",3,0,0,1,0,0,2,4,0,0
1958-06-28,"FRANCE","GERMANY",6,1,0,3,0,0,3,9,0.166666666666667,0
1958-06-29,"SWEDEN","BRAZIL",2,0,0,5,0,0,-3,7,0,0
1958-09-28,"RUSSIA","HUNGARY",3,0,0,1,0,0,2,4,0,0
1958-10-01,"FRANCE","GREECE",7,0,0,1,0,0,6,8,0,0
1958-11-02,"ROMANIA","TURKEY",3,0,0,0,0,0,3,3,0,0
1958-12-03,"GREECE","FRANCE",1,0,1,1,0,0,0,2,0,0
1959-03-07,"ARGENTINA","CHILE",6,0,0,1,0,0,5,7,0,0
1959-03-10,"BRAZIL","PERU",2,0,0,2,0,0,0,4,0,0
1959-03-11,"ARGENTINA","BOLIVIA",2,0,0,0,0,0,2,2,0,0
1959-03-11,"CHILE","PARAGUAY",1,1,0,2,0,0,-1,3,1,0
1959-03-14,"PERU","URUGUAY",5,0,0,3,0,0,2,8,0,0
1959-03-15,"BRAZIL","CHILE",3,0,0,0,0,0,3,3,0,0
1959-03-18,"ARGENTINA","PERU",3,1,1,1,0,0,2,4,0.333333333333333,0
1959-03-18,"PARAGUAY","URUGUAY",1,0,0,3,0,0,-2,4,0,0
1959-03-21,"BOLIVIA","BRAZIL",2,0,0,4,0,0,-2,6,0,0
1959-03-21,"CHILE","PERU",1,0,0,1,0,0,0,2,0,0
1959-03-22,"ARGENTINA","PARAGUAY",3,0,0,1,0,0,2,4,0,0
